FP2-F4 ,F4 -C4 ,C4 -P4 ,P4 -O2 ,FP2-F8 ,F8 -T4 ,T4 -T6 ,T6 -O2 ,FP1-F3 ,F3 -C3 ,C3 -P3 ,P3 -O1 ,FP1-F7 ,F7 -T3 ,T3 -T5 ,T5 -O1 ,T6 -A1 ,O1 -A1 ,O2 -A1 
8,52,-13,-156,-5,44,23,-172,-24,21,18,-31,-63,29,17,1,21,37,192
8,57,-15,-159,-7,48,17,-167,-26,12,17,-23,-58,21,18,-1,26,38,192
3,62,-18,-160,-8,50,13,-166,-29,0,18,-16,-56,15,18,-4,28,40,194
-4,65,-18,-158,-8,49,10,-167,-36,-9,20,-11,-56,9,18,-8,29,43,195
-13,64,-15,-154,-6,48,8,-168,-45,-13,21,-8,-56,4,19,-12,27,46,195
-23,57,-6,-150,-6,46,6,-168,-54,-11,20,-5,-56,0,21,-15,28,48,196
-33,46,4,-142,-8,44,4,-166,-61,-7,20,-2,-56,-3,22,-15,31,48,196
-42,35,11,-132,-11,41,4,-160,-64,-6,20,2,-56,-5,26,-12,34,43,193
-49,27,16,-122,-17,39,4,-153,-63,-8,22,9,-56,-7,32,-9,35,36,188
-55,25,17,-113,-23,37,7,-147,-59,-13,26,14,-57,-6,36,-5,35,28,181
-57,27,14,-108,-27,37,10,-145,-53,-17,28,16,-56,-2,36,-4,32,22,176
-56,32,8,-106,-27,38,12,-144,-49,-15,29,11,-54,2,31,-4,28,20,172
-55,39,2,-107,-29,41,10,-144,-49,-8,31,1,-49,6,24,-6,24,20,167
-54,45,-6,-109,-33,47,5,-143,-52,-1,34,-9,-45,8,17,-6,20,21,163
-50,47,-13,-110,-38,53,1,-142,-54,3,39,-15,-40,6,12,-5,17,20,159
-44,47,-18,-109,-41,57,-3,-137,-55,-1,45,-14,-37,1,10,0,15,19,152
-35,45,-22,-106,-42,59,-7,-128,-55,-12,51,-7,-35,-5,11,6,14,15,141
-27,43,-23,-102,-40,59,-10,-118,-53,-26,54,5,-36,-10,14,12,12,9,130
-21,40,-19,-99,-37,58,-13,-108,-52,-38,56,13,-40,-10,12,17,9,3,117
-21,38,-14,-95,-35,57,-16,-97,-51,-46,55,15,-46,-6,6,18,7,-1,104
-27,39,-10,-89,-36,55,-18,-89,-50,-48,50,13,-52,0,0,17,6,-3,95
-37,38,-6,-83,-40,54,-18,-84,-45,-48,45,6,-58,6,-6,15,5,-4,89
-46,36,-2,-78,-42,53,-19,-81,-40,-46,39,-2,-63,11,-10,14,7,-4,88
-51,35,0,-77,-42,51,-21,-82,-34,-43,33,-9,-64,11,-10,10,12,-1,93
-51,33,-3,-79,-38,49,-23,-88,-27,-39,28,-14,-61,10,-5,5,16,1,103
-47,31,-6,-85,-33,47,-27,-94,-21,-35,26,-18,-56,9,3,-3,20,1,113
-38,29,-11,-92,-28,46,-32,-98,-18,-31,25,-18,-51,10,10,-10,22,-2,120
-28,26,-18,-98,-22,44,-36,-103,-17,-29,25,-14,-48,12,16,-15,22,-6,125
-16,24,-23,-101,-17,43,-35,-108,-18,-29,24,-7,-46,14,20,-18,19,-10,127
-5,24,-26,-101,-10,43,-32,-109,-20,-31,25,1,-45,15,20,-15,17,-13,125
6,25,-26,-96,-1,44,-29,-104,-22,-36,28,8,-44,14,17,-8,16,-16,120
15,32,-26,-89,8,45,-24,-98,-23,-41,32,14,-44,14,14,-3,15,-18,112
21,40,-26,-81,17,47,-19,-92,-25,-42,34,15,-44,14,13,-1,11,-22,102
26,48,-27,-74,25,51,-15,-88,-25,-41,34,14,-44,15,14,-3,7,-25,94
29,54,-28,-69,31,55,-12,-87,-24,-40,33,10,-45,18,15,-8,2,-28,89
30,60,-28,-67,35,60,-10,-91,-24,-37,30,7,-47,20,16,-13,-3,-30,87
30,62,-27,-68,36,65,-10,-95,-25,-32,25,5,-48,19,16,-15,-7,-30,88
32,62,-23,-70,37,70,-11,-97,-25,-25,20,1,-47,18,13,-13,-9,-29,87
35,61,-19,-72,39,71,-9,-96,-22,-19,18,-2,-43,20,7,-9,-13,-28,82
37,61,-14,-73,42,69,-7,-91,-18,-14,16,-5,-36,21,-1,-4,-15,-27,76
40,62,-10,-73,45,66,-6,-86,-16,-7,14,-9,-28,21,-9,-1,-16,-23,70
40,65,-8,-73,48,64,-5,-83,-14,-2,14,-12,-19,19,-14,-1,-15,-18,67
38,68,-6,-72,50,61,-5,-79,-15,0,15,-14,-12,13,-15,0,-11,-10,67
35,72,-6,-68,51,61,-7,-73,-19,2,18,-14,-6,4,-11,0,-4,-4,68
32,74,-7,-63,51,64,-12,-65,-24,3,21,-13,-4,-5,-6,2,3,-1,68
31,75,-8,-57,49,67,-18,-57,-28,4,25,-12,-6,-8,-2,4,7,-4,64
31,74,-10,-51,46,70,-23,-49,-29,3,29,-11,-11,-5,2,5,8,-10,57
32,71,-13,-47,44,72,-27,-46,-30,1,29,-13,-20,1,6,1,6,-16,51
34,68,-18,-46,43,70,-27,-48,-30,-1,29,-19,-29,7,9,-8,3,-19,50
36,66,-23,-49,41,67,-23,-55,-31,-5,30,-24,-36,10,12,-16,0,-20,54
39,65,-27,-55,41,62,-16,-65,-31,-9,32,-25,-39,9,15,-19,-3,-22,62
43,64,-31,-59,40,57,-8,-73,-31,-11,32,-24,-38,4,17,-17,-4,-24,68
44,63,-35,-61,37,53,-3,-76,-27,-15,33,-19,-36,0,16,-8,-4,-28,71
43,63,-36,-60,32,54,-3,-72,-23,-22,36,-10,-34,-4,13,6,-4,-36,68
39,62,-35,-56,25,57,-6,-65,-20,-28,36,2,-35,-5,9,20,-4,-46,60
33,62,-33,-51,16,62,-9,-57,-20,-32,32,13,-36,-3,5,28,-6,-51,51
26,63,-32,-47,6,67,-10,-52,-22,-31,27,21,-39,1,2,29,-9,-53,42
20,66,-31,-46,-2,72,-11,-51,-27,-24,19,23,-40,5,1,25,-14,-53,36
17,71,-29,-48,-5,77,-9,-53,-32,-11,11,21,-37,8,1,16,-19,-50,33
15,77,-27,-51,-4,80,-6,-56,-33,0,4,15,-30,10,2,5,-24,-45,32
13,83,-24,-53,0,83,-5,-59,-30,7,2,6,-24,9,5,-5,-27,-39,32
10,86,-20,-52,5,85,-7,-59,-28,8,2,0,-19,5,7,-10,-26,-34,33
9,87,-17,-48,11,85,-8,-57,-24,1,5,-1,-17,1,8,-10,-23,-32,34
8,83,-13,-45,15,84,-7,-58,-21,-8,7,3,-15,-1,6,-8,-21,-30,36
8,77,-8,-43,14,82,-5,-59,-20,-14,5,6,-15,-3,4,-8,-17,-26,41
8,69,-4,-42,13,80,-3,-59,-20,-17,2,7,-13,-3,4,-16,-13,-19,46
9,64,-4,-39,9,80,-3,-57,-17,-18,0,4,-6,-2,8,-29,-8,-10,48
9,61,-8,-31,3,82,-2,-52,-10,-18,1,0,4,-1,12,-42,-5,-4,46
7,60,-12,-19,-4,83,-1,-42,-1,-17,2,-5,15,-1,14,-49,-2,-1,39
7,62,-16,-8,-8,84,0,-31,9,-15,4,-7,24,-2,14,-46,0,-4,30
7,65,-17,0,-8,83,2,-22,18,-14,5,-5,29,-5,11,-30,-2,-13,20
9,66,-15,3,-5,80,5,-17,24,-13,3,2,28,-9,4,-5,-7,-27,10
12,66,-10,-3,3,74,6,-18,25,-12,0,11,23,-14,-4,19,-12,-38,5
17,66,-5,-14,14,69,3,-21,24,-13,-5,21,17,-19,-7,36,-13,-45,8
21,66,-3,-26,27,63,-4,-29,21,-16,-7,31,13,-22,-5,43,-13,-48,15
27,66,-4,-41,40,59,-10,-42,22,-21,-7,39,11,-23,1,43,-11,-48,30
36,68,-7,-62,55,57,-14,-62,26,-26,-5,45,13,-21,11,38,-6,-40,56
48,73,-12,-88,72,55,-17,-89,34,-30,-3,47,15,-18,22,28,3,-28,91
60,78,-16,-116,89,55,-17,-121,42,-32,0,45,15,-11,34,18,8,-16,128
72,82,-18,-145,103,55,-16,-152,46,-31,4,40,13,-3,42,7,10,-8,162
81,83,-20,-167,114,54,-14,-177,45,-29,10,33,11,6,46,-2,13,-2,189
87,83,-21,-178,119,54,-12,-190,41,-24,20,23,9,15,43,-7,14,1,203
91,79,-19,-178,120,57,-12,-192,37,-18,30,13,9,26,33,-7,12,0,203
94,75,-17,-171,118,59,-12,-184,35,-12,37,2,11,36,21,-7,9,-1,193
93,72,-16,-158,115,58,-11,-171,35,-7,39,-8,15,42,12,-10,9,3,179
92,72,-18,-144,113,56,-10,-156,36,-3,35,-16,20,43,5,-16,11,11,166
90,76,-20,-132,113,52,-8,-143,38,1,27,-18,25,42,2,-22,14,19,156
88,80,-24,-125,111,48,-5,-136,39,2,18,-16,30,39,3,-29,16,23,151
85,82,-28,-120,107,47,-2,-134,40,2,12,-12,35,33,9,-35,18,24,151
85,82,-31,-118,104,48,0,-135,41,2,9,-6,39,28,12,-35,21,26,155
88,79,-32,-118,105,51,-1,-138,42,0,9,-1,42,27,13,-31,24,26,161
92,73,-29,-119,107,55,-4,-141,42,-1,12,1,41,29,14,-31,25,27,166
97,66,-23,-121,111,57,-7,-143,39,0,14,1,38,34,14,-33,28,30,170
98,63,-17,-124,115,56,-10,-140,36,1,16,2,35,40,14,-34,32,32,172
95,63,-11,-127,116,54,-13,-136,33,1,17,5,32,42,16,-35,32,29,167
88,66,-7,-128,113,52,-12,-133,32,0,17,9,31,42,18,-33,24,20,156
77,70,-2,-132,106,50,-10,-131,34,1,15,13,31,40,19,-28,14,9,144
65,73,4,-136,99,49,-9,-133,37,1,11,17,30,35,19,-18,2,-2,134
55,75,6,-138,91,51,-8,-137,40,2,9,18,29,30,17,-7,-10,-11,126
48,73,6,-140,86,52,-8,-142,43,4,10,12,29,27,13,1,-19,-14,123
44,70,6,-140,82,52,-10,-144,44,10,12,1,31,25,11,1,-21,-11,122
41,69,3,-137,78,52,-13,-140,45,17,12,-9,35,24,13,-7,-20,-7,120
36,71,-1,-128,72,52,-16,-130,48,23,12,-15,41,26,16,-15,-17,-8,113
30,73,-5,-117,64,52,-18,-117,54,28,12,-16,47,30,20,-19,-15,-14,101
23,75,-7,-106,55,53,-17,-106,59,31,12,-12,50,35,22,-17,-17,-25,89
18,76,-7,-100,46,55,-15,-99,61,31,13,-5,49,39,20,-7,-20,-37,78
15,77,-7,-98,37,56,-10,-97,61,27,15,0,43,40,15,4,-24,-45,72
11,78,-8,-99,32,55,-6,-99,56,23,19,-3,37,37,13,9,-27,-44,72
6,80,-9,-103,29,52,-4,-102,49,19,22,-9,32,30,14,6,-26,-36,75
-2,84,-8,-107,26,46,-2,-103,43,13,24,-12,29,25,17,-2,-23,-27,80
-13,86,-5,-108,20,39,2,-102,40,6,27,-10,28,24,21,-9,-19,-21,82
-24,86,-1,-106,10,35,8,-99,40,0,30,-4,28,28,24,-13,-16,-20,82
-34,87,0,-100,-1,32,18,-95,42,-6,34,4,26,36,25,-12,-16,-24,78
-39,89,-2,-93,-11,29,29,-91,43,-10,38,12,25,45,25,-12,-18,-30,72
-40,92,-4,-85,-20,28,38,-84,44,-10,40,15,24,51,29,-16,-21,-36,62
-40,94,-4,-79,-25,30,44,-78,45,-7,41,15,24,55,35,-19,-25,-43,53
-41,95,-4,-74,-27,33,45,-75,46,-3,42,16,25,55,41,-19,-30,-52,45
-43,94,-3,-69,-25,33,42,-71,48,-2,45,18,27,52,44,-14,-33,-62,38
-46,90,-1,-64,-22,32,37,-68,48,-3,49,18,28,48,42,-5,-34,-69,33
-46,82,1,-57,-17,30,31,-64,48,-5,53,16,29,44,36,3,-31,-69,32
-46,75,0,-47,-11,26,26,-59,48,-6,54,10,31,39,31,5,-24,-62,34
-46,71,-4,-38,-8,21,22,-53,47,-5,52,3,35,35,29,-1,-13,-49,39
-48,71,-8,-33,-9,19,21,-48,45,-3,48,-3,37,33,30,-13,-1,-36,47
-51,71,-8,-33,-15,20,21,-47,43,-1,44,-5,38,35,33,-24,9,-26,56
-57,72,-6,-35,-25,24,22,-48,40,0,40,-1,37,40,32,-29,15,-21,63
-63,73,-5,-37,-33,28,23,-50,38,1,37,7,35,45,27,-24,16,-22,65
-64,74,-7,-37,-39,31,24,-52,35,-1,37,15,32,47,21,-13,12,-28,63
-62,74,-9,-35,-39,33,25,-52,34,-3,38,21,32,45,16,-3,6,-33,57
-58,75,-10,-33,-35,34,26,-51,35,-5,37,24,37,38,14,3,-2,-34,48
-53,78,-9,-32,-30,35,27,-50,38,-10,37,25,43,29,12,6,-9,-31,41
-50,81,-7,-34,-26,36,29,-49,38,-17,39,22,44,21,12,5,-11,-22,38
-51,82,-1,-39,-24,36,29,-50,35,-25,41,17,40,16,12,0,-10,-9,40
-55,81,7,-45,-24,37,28,-52,28,-29,41,15,31,15,12,-4,-9,2,43
-61,79,13,-48,-27,38,25,-54,15,-27,38,14,17,18,11,-5,-9,8,45
-71,76,13,-46,-31,37,22,-55,1,-21,34,13,2,20,11,-6,-12,10,43
-83,75,9,-40,-36,32,21,-56,-8,-15,30,10,-10,22,12,-7,-20,7,36
-94,76,3,-33,-41,26,23,-56,-10,-11,27,7,-18,26,11,-6,-31,0,24
-102,77,-5,-26,-45,18,24,-54,-6,-9,24,4,-21,29,6,-2,-41,-8,13
-108,75,-12,-22,-44,7,23,-52,1,-11,21,1,-20,30,0,4,-43,-12,8
-112,69,-17,-18,-41,-8,21,-50,7,-14,17,2,-19,27,-6,10,-41,-14,8
-117,61,-19,-16,-36,-25,16,-46,9,-16,11,6,-19,24,-9,15,-38,-17,8
-123,50,-17,-13,-26,-43,6,-40,3,-16,4,10,-21,18,-11,14,-35,-18,4
